player_id,player_name,player_nickname,jersey_number,country,cards,positions,match_id
5549,Manuel Obafemi Akanji,Manuel Akanji,5,Switzerland,[],"[{'position_id': 4, 'position': 'Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3942227
5550,Yann Sommer,,1,Switzerland,[],"[{'position_id': 1, 'position': 'Goalkeeper', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3942227
6983,Remo Freuler,,8,Switzerland,[],"[{'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '00:00', 'to': '117:41', 'from_period': 1, 'to_period': 4, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}, {'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '63:37', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942227
7796,Silvan Widmer,,3,Switzerland,"[{'time': '84:27', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 2}]","[{'position_id': 7, 'position': 'Right Wing Back', 'from': '118:22', 'to': '63:00', 'from_period': 4, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - On (Tactical)'}, {'position_id': 20, 'position': 'Left Attacking Midfield', 'from': '63:00', 'to': '63:37', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 7, 'position': 'Right Wing Back', 'from': '63:37', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942227
8814,Nico Elvedi,,4,Switzerland,[],[],3942227
11457,Vincent Sierro,,16,Switzerland,[],"[{'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '117:41', 'to': None, 'from_period': 4, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3942227
11467,Yvon Landry Mvogo,Yvon Mvogo,12,Switzerland,[],[],3942227
12326,Renato Steffen,,11,Switzerland,[],[],3942227
16016,Michel Aebischer,,20,Switzerland,[],"[{'position_id': 8, 'position': 'Left Wing Back', 'from': '00:00', 'to': '117:31', 'from_period': 1, 'to_period': 4, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}, {'position_id': 8, 'position': 'Left Wing Back', 'from': '63:37', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942227
17974,Gregor Kobel,,21,Switzerland,[],[],3942227
29006,Noah Okafor,,9,Switzerland,[],[],3942227
29227,Leonidas Stergiou,,2,Switzerland,[],[],3942227
29353,Cédric Zesiger,,15,Switzerland,[],[],3942227
30401,Ruben Vargas,,17,Switzerland,[],"[{'position_id': 20, 'position': 'Left Attacking Midfield', 'from': '00:00', 'to': '63:00', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3942227
41655,Ardon Jashari,,24,Switzerland,[],[],3942227
45190,Dan Ndoye,,19,Switzerland,[],"[{'position_id': 7, 'position': 'Right Wing Back', 'from': '00:00', 'to': '63:37', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 18, 'position': 'Right Attacking Midfield', 'from': '63:37', 'to': '97:40', 'from_period': 2, 'to_period': 3, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - Off (Tactical)'}]",3942227
48335,Mohamed Zeki Amdouni,Mohamed Amdouni,25,Switzerland,[],"[{'position_id': 8, 'position': 'Left Wing Back', 'from': '117:31', 'to': '118:22', 'from_period': 4, 'to_period': 4, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 20, 'position': 'Left Attacking Midfield', 'from': '118:22', 'to': None, 'from_period': 4, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942227
49007,Kwadwo Duah,,18,Switzerland,[],[],3942227
50436,Fabian Rieder,,26,Switzerland,[],"[{'position_id': 18, 'position': 'Right Attacking Midfield', 'from': '00:00', 'to': '62:53', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3942227
3042,Mikel Merino Zazón,Mikel Merino,6,Spain,[],"[{'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '102:08', 'to': '79:10', 'from_period': 3, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - On (Tactical)'}, {'position_id': 21, 'position': 'Left Wing', 'from': '79:10', 'to': '79:46', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 13, 'position': 'Right Center Midfield', 'from': '79:46', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942226
3076,Ayoze Pérez Gutiérrez,Ayoze Pérez,26,Spain,[],[],3942226
3265,José Luis Sanmartín Mato,Joselu,9,Spain,[],"[{'position_id': 15, 'position': 'Left Center Midfield', 'from': '101:47', 'to': '102:08', 'from_period': 3, 'to_period': 3, 'start_reason': 'Substitution - On (Injury)', 'end_reason': 'Tactical Shift'}, {'position_id': 24, 'position': 'Left Center Forward', 'from': '102:08', 'to': None, 'from_period': 3, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942226
3477,Álvaro Borja Morata Martín,Álvaro Morata,7,Spain,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': '79:10', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3942226
4127,David Raya Martin,David Raya,1,Spain,[],[],3942226
4353,Aymeric Laporte,,14,Spain,[],"[{'position_id': 5, 'position': 'Left Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3942226
5202,José Ignacio Fernández Iglesias,Nacho,4,Spain,[],"[{'position_id': 3, 'position': 'Right Center Back', 'from': '102:08', 'to': None, 'from_period': 3, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942226
5721,Daniel Carvajal Ramos,Daniel Carvajal,2,Spain,"[{'time': '12:55', 'card_type': 'Second Yellow', 'reason': 'Foul Committed', 'period': 4}, {'time': '99:30', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 3}]","[{'position_id': 2, 'position': 'Right Back', 'from': '00:00', 'to': '124:55', 'from_period': 1, 'to_period': 4, 'start_reason': 'Starting XI', 'end_reason': 'Foul Committed (Second Yellow)'}, {'position_id': 2, 'position': 'Right Back', 'from': '79:46', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942226
6655,Fabián Ruiz Peña,Fabián Ruiz,8,Spain,"[{'time': '12:33', 'card_type': 'Yellow Card', 'reason': 'Bad Behaviour', 'period': 4}]","[{'position_id': 15, 'position': 'Left Center Midfield', 'from': '00:00', 'to': '101:47', 'from_period': 1, 'to_period': 3, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Injury)'}, {'position_id': 15, 'position': 'Left Center Midfield', 'from': '79:46', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942226
6685,Mikel Oyarzabal Ugarte,Mikel Oyarzabal,21,Spain,[],"[{'position_id': 22, 'position': 'Right Center Forward', 'from': '102:08', 'to': '79:10', 'from_period': 3, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - On (Tactical)'}, {'position_id': 23, 'position': 'Center Forward', 'from': '79:10', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3942226
6748,Ferrán Torres García,Ferrán Torres,11,Spain,"[{'time': '73:49', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 2}]","[{'position_id': 12, 'position': 'Right Midfield', 'from': '102:08', 'to': '62:29', 'from_period': 3, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - On (Tactical)'}, {'position_id': 17, 'position': 'Right Wing', 'from': '62:29', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3942226
6765,Rodrigo Hernández Cascante,Rodri,16,Spain,"[{'time': '10:15', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 4}]","[{'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '00:00', 'to': '102:08', 'from_period': 1, 'to_period': 3, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '102:08', 'to': '79:46', 'from_period': 3, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '79:46', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942226
6821,Jesús Navas González,Jesús Navas,22,Spain,[],[],3942226
10336,Alejandro Grimaldo García,Álex Grimaldo,12,Spain,[],[],3942226
11748,Unai Simón Mendibil,Unai Simón,23,Spain,"[{'time': '81:20', 'card_type': 'Yellow Card', 'reason': 'Bad Behaviour', 'period': 2}]","[{'position_id': 1, 'position': 'Goalkeeper', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3942226
16532,Daniel Olmo Carvajal,Daniel Olmo,10,Spain,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '07:43', 'to': '102:08', 'from_period': 1, 'to_period': 3, 'start_reason': 'Substitution - On (Injury)', 'end_reason': 'Tactical Shift'}, {'position_id': 16, 'position': 'Left Midfield', 'from': '102:08', 'to': '79:46', 'from_period': 3, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 21, 'position': 'Left Wing', 'from': '79:46', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942226
17620,Marc Cucurella Saseta,Marc Cucurella,24,Spain,[],"[{'position_id': 6, 'position': 'Left Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3942226
22128,Robin Aime Robert Le Normand,Robin Le Normand,3,Spain,"[{'time': '28:52', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 1}]","[{'position_id': 3, 'position': 'Right Center Back', 'from': '00:00', 'to': '45:00', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3942226
24921,Martín Zubimendi Ibáñez,Martín Zubimendi,18,Spain,[],[],3942226
30486,Pedro González López,Pedri,20,Spain,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': '04:41', 'from_period': 1, 'to_period': 1, 'start_reason': 'Starting XI', 'end_reason': 'Player Off'}, {'position_id': 13, 'position': 'Right Center Midfield', 'from': '04:56', 'to': '07:43', 'from_period': 1, 'to_period': 1, 'start_reason': 'Player On', 'end_reason': 'Substitution - Off (Injury)'}]",3942226
32185,Alejandro Remiro Gargallo,Álex Remiro,13,Spain,[],[],3942226
41115,Alejandro Baena Rodríguez,Álex Baena,15,Spain,[],[],3942226
41542,Daniel Vivian Moreno,Dani Vivian,5,Spain,[],[],3942226
68574,Nicholas Williams Arthuer,Nico Williams,17,Spain,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': '79:10', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3942226
143864,Fermin Lopez Marin,Fermín López,25,Spain,[],[],3942226
316046,Lamine Yamal Nasraoui Ebana,Lamine Yamal,19,Spain,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '00:00', 'to': '62:29', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3942226
3053,Leroy Sané,,19,Germany,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '00:00', 'to': '45:00', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3942226
3097,Pascal Groß,,5,Germany,[],[],3942226
3167,Antonio Rüdiger,,2,Germany,"[{'time': '12:49', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 1}]","[{'position_id': 3, 'position': 'Right Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3942226
3493,Emre Can,,25,Germany,[],"[{'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '00:00', 'to': '45:00', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3942226
5562,Thomas Müller,,13,Germany,[],"[{'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '79:45', 'to': '79:45', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - On (Tactical)'}, {'position_id': 5, 'position': 'Left Center Back', 'from': '79:45', 'to': '90:00', 'from_period': 2, 'to_period': 3, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 24, 'position': 'Left Center Forward', 'from': '90:00', 'to': None, 'from_period': 3, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942226
5570,Manuel Neuer,,1,Germany,[],"[{'position_id': 1, 'position': 'Goalkeeper', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3942226
5574,Toni Kroos,,8,Germany,"[{'time': '66:31', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 2}]","[{'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '00:00', 'to': '79:45', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '79:45', 'to': '90:00', 'from_period': 2, 'to_period': 3, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '90:00', 'to': None, 'from_period': 3, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942226
5579,Joshua Kimmich,,6,Germany,[],"[{'position_id': 2, 'position': 'Right Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3942226
8211,Benjamin Henrichs,,20,Germany,[],[],3942226
8221,Jonathan Tah,,4,Germany,[],"[{'position_id': 5, 'position': 'Left Center Back', 'from': '00:00', 'to': '79:45', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3942226
8393,Oliver Baumann,,12,Germany,[],[],3942226
8538,Waldemar Anton,,16,Germany,[],"[{'position_id': 5, 'position': 'Left Center Back', 'from': '90:00', 'to': '90:00', 'from_period': 3, 'to_period': 3, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - On (Tactical)'}, {'position_id': 22, 'position': 'Right Center Forward', 'from': '90:00', 'to': None, 'from_period': 3, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3942226
8546,Niclas Füllkrug,,9,Germany,[],"[{'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '56:37', 'to': '56:56', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 23, 'position': 'Center Forward', 'from': '56:56', 'to': '79:45', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 24, 'position': 'Left Center Forward', 'from': '79:45', 'to': '90:00', 'from_period': 2, 'to_period': 3, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 22, 'position': 'Right Center Forward', 'from': '90:00', 'to': None, 'from_period': 3, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942226
8966,Kai Havertz,,7,Germany,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': '56:56', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '56:56', 'to': '79:45', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 22, 'position': 'Right Center Forward', 'from': '79:45', 'to': '90:00', 'from_period': 2, 'to_period': 3, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - Off (Tactical)'}]",3942226
9195,Robert Andrich,,23,Germany,"[{'time': '55:39', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 2}]","[{'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '45:00', 'to': '79:45', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 5, 'position': 'Left Center Back', 'from': '79:45', 'to': '90:00', 'from_period': 2, 'to_period': 3, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '90:00', 'to': None, 'from_period': 3, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942226
10287,İlkay Gündoğan,,21,Germany,[],"[{'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '00:00', 'to': '56:37', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3942226
12034,David Raum,,3,Germany,"[{'time': '27:06', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 1}]","[{'position_id': 6, 'position': 'Left Back', 'from': '00:00', 'to': '56:13', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3942226
12407,Maximilian Mittelstädt,,18,Germany,"[{'time': '72:42', 'card_type': 'Yellow Card', 'reason': 'Bad Behaviour', 'period': 2}]","[{'position_id': 6, 'position': 'Left Back', 'from': '56:13', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3942226
13294,Robin Koch,,24,Germany,[],[],3942226
20055,Marc-André ter Stegen,Marc-André ter Stegen,22,Germany,[],[],3942226
23614,Chris Führich,,11,Germany,[],[],3942226
24118,Nico Schlotterbeck,,15,Germany,"[{'time': '91:46', 'card_type': 'Yellow Card', 'reason': 'Bad Behaviour', 'period': 2}]",[],3942226
35242,Maximilian Beier,,14,Germany,[],[],3942226
39565,Jamal Musiala,,10,Germany,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': '79:45', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 15, 'position': 'Left Center Midfield', 'from': '79:45', 'to': '90:00', 'from_period': 2, 'to_period': 3, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 16, 'position': 'Left Midfield', 'from': '90:00', 'to': None, 'from_period': 3, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942226
40724,Florian Wirtz,,17,Germany,"[{'time': '93:10', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 3}]","[{'position_id': 17, 'position': 'Right Wing', 'from': '45:00', 'to': '79:45', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 13, 'position': 'Right Center Midfield', 'from': '79:45', 'to': '90:00', 'from_period': 2, 'to_period': 3, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 12, 'position': 'Right Midfield', 'from': '90:00', 'to': None, 'from_period': 3, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3942226
131243,Deniz Undav,,26,Germany,"[{'time': '11:18', 'card_type': 'Yellow Card', 'reason': 'Bad Behaviour', 'period': 4}]",[],3942226
2954,Youri Tielemans,,8,Belgium,[],"[{'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '00:00', 'to': '61:02', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3938645
3077,Jan Vertonghen,,5,Belgium,[],"[{'position_id': 5, 'position': 'Left Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3938645
3089,Kevin De Bruyne,,7,Belgium,[],"[{'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3938645
3289,Romelu Lukaku Menama,Romelu Lukaku,10,Belgium,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': '89:20', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3938645
5633,Yannick Ferreira Carrasco,Yannick Carrasco,11,Belgium,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '61:18', 'to': '77:32', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 21, 'position': 'Left Wing', 'from': '77:32', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3938645
6989,Timothy Castagne,,21,Belgium,[],"[{'position_id': 2, 'position': 'Right Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3938645
8240,Koen Casteels,,1,Belgium,[],"[{'position_id': 1, 'position': 'Goalkeeper', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3938645
8854,Wout Faes,,4,Belgium,"[{'time': '42:18', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 1}]","[{'position_id': 3, 'position': 'Right Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3938645
8950,Orel Mangala,,18,Belgium,[],"[{'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '61:02', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3938645
10479,Matz Sels,,13,Belgium,[],[],3938645
16275,Ikoma Loïs Openda,Loïs Openda,20,Belgium,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '89:20', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3938645
16559,Leandro Trossard,,9,Belgium,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '00:00', 'to': '61:18', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3938645
23650,Jeremy Doku,Jérémy Doku,22,Belgium,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': '76:45', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3938645
23741,Thomas Kaminski,,12,Belgium,[],[],3938645
29906,Aster Vranckx,,16,Belgium,[],[],3938645
32688,Charles De Ketelaere,,17,Belgium,[],[],3938645
35610,Maxim De Cuyper,,25,Belgium,[],[],3938645
43913,Arthur Theate,,3,Belgium,[],"[{'position_id': 6, 'position': 'Left Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3938645
48347,Amadou Onana,,24,Belgium,[],"[{'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3938645
52218,Johan Bakayoko,,19,Belgium,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '76:45', 'to': '77:32', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 17, 'position': 'Right Wing', 'from': '77:32', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3938645
114832,Zeno Debast,,2,Belgium,[],[],3938645
253306,Arthur Vermeeren,,23,Belgium,[],[],3938645
3575,Oleksandr Zinchenko,,17,Ukraine,[],"[{'position_id': 8, 'position': 'Left Wing Back', 'from': '57:25', 'to': '80:07', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Injury)', 'end_reason': 'Tactical Shift'}, {'position_id': 6, 'position': 'Left Back', 'from': '80:07', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3938645
8830,Andriy Yarmolenko,,7,Ukraine,[],"[{'position_id': 4, 'position': 'Center Back', 'from': '80:03', 'to': '80:07', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 12, 'position': 'Right Midfield', 'from': '80:07', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3938645
11000,Taras Stepanenko,,6,Ukraine,[],"[{'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '69:37', 'to': '80:07', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '80:07', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3938645
16514,Serhii Sydorchuk,Sergiy Sydorchuk,5,Ukraine,[],[],3938645
16557,Ruslan Malinovskiy,,8,Ukraine,[],"[{'position_id': 24, 'position': 'Left Center Forward', 'from': '69:43', 'to': '69:55', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 13, 'position': 'Right Center Midfield', 'from': '69:55', 'to': '80:07', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '80:07', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3938645
18617,Mykola Matvienko,Mykola Matvienko,22,Ukraine,[],"[{'position_id': 5, 'position': 'Left Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3938645
